Interactor_A_ID,Interactor_B_ID,Interactor_A_Name,Interactor_B_Name,Interactor_A_Alias,Interactor_B_Alias,Interaction_detection_methods,First_author,Publications,Interactor_A_Taxonomy,Interactor_B_Taxonomy,Interaction_type,Source_database,Interaction_identifier,Confidence_score,EntrezA,EntrezB,HIDA,HIDB,osEntrezA,osEntrezB,Methods
P49674,Q92997,KC1E_HUMAN(gene name),DVL3_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:1356|psi-mi:MI:1112|psi-mi:MI:0397|psi-mi:MI:1113,-,pubmed:25416956|pubmed:25910212|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-19055008,0.685008029150024,1454,1857,121695,20928,27373,13544,two hybrid | validated two hybrid | two hybrid prey pooling approach | two hybrid array | two hybrid bait and prey pooling approach
P31946,Q96TC7,1433B_HUMAN(gene name),RMD3_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0813|psi-mi:MI:0006|psi-mi:MI:0019|psi-mi:MI:0096,-,pubmed:17353931|pubmed:15324660|pubmed:21972092|pubmed:18771726,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,mint,8008612,0.682634602111554,7529,55177,20724,34926,54401,67809,affinity chromatography technology | proximity ligation assay | anti bait coimmunoprecipitation | coimmunoprecipitation | pull down
O95292,Q96LZ7,VAPB_HUMAN(gene name),RMD2_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0018|psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:26186194|pubmed:25416956|pubmed:28514442|pubmed:unassigned1304,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,intact,EBI-20078223,0.679908817415983,9217,151393,36163,71930,56491,381110,affinity chromatography technology | two hybrid | two hybrid prey pooling approach | two hybrid array
Q6IQ20,Q6IQ20,NAPEP_HUMAN(gene name),NAPEP_HUMAN(gene name),-,-,psi-mi:MI:0071|psi-mi:MI:0404|psi-mi:MI:0114,-,pubmed:25684574,9606,9606,psi-mi:MI:0407,intact,EBI-16143241,0.679034608838165,222236,222236,7094,7094,242864,242864,molecular sieving | comigration in non denaturing gel electrophoresis | x-ray crystallography
P22033,P22033,MUTA_HUMAN(gene name),MUTA_HUMAN(gene name),-,-,psi-mi:MI:0114|psi-mi:MI:0096,-,pubmed:20876572,9606,9606,psi-mi:MI:0914|psi-mi:MI:0407,biogrid,692229,0.673959197578014,4594,4594,20097,20097,17850,17850,x-ray crystallography | pull down
P63167,Q9NQX3,DYL1_HUMAN(gene name),GEPH_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007|psi-mi:MI:0676|psi-mi:MI:0077,-,pubmed:26496610|pubmed:27173435|pubmed:21094642,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914|psi-mi:MI:0407,mint,8058152,0.670449103213659,8655,10243,133063,10820,56455,268566,affinity chromatography technology | anti tag coimmunoprecipitation | tandem affinity purification | nuclear magnetic resonance
P30531,Q16623,SC6A1_HUMAN(gene name),STX1A_HUMAN(gene name),-,-,psi-mi:MI:0096|psi-mi:MI:0004,-,pubmed:9698305|pubmed:11960023|pubmed:11017172,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,biogrid,315354,0.667282548850185,6529,6804,2290,37941,232333,20907,pull down | affinity chromatography technology
P31946,Q9Y2A7,1433B_HUMAN(gene name),NCKP1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006|psi-mi:MI:0019|psi-mi:MI:0007,-,pubmed:17353931|pubmed:15324660|pubmed:24255178,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,mint,50942,0.666729330388277,7529,10787,20724,8384,54401,50884,affinity chromatography technology | anti bait coimmunoprecipitation | coimmunoprecipitation | anti tag coimmunoprecipitation
P61160,P61160,ARP2_HUMAN(gene name),ARP2_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:1313,-,pubmed:29568061,9606,9606,psi-mi:MI:0915,biogrid,2561244,0.665191701692076,10097,10097,4181,4181,66713,66713,affinity chromatography technology | proximity labelling technology
P20339,P20339,RAB5A_HUMAN(gene name),RAB5A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:1313,-,pubmed:29568061,9606,9606,psi-mi:MI:0915,biogrid,2557236,0.665191701692076,5868,5868,68142,68142,271457,271457,affinity chromatography technology | proximity labelling technology
Q96TC7,Q9P0L0,RMD3_HUMAN(gene name),VAPA_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0018|psi-mi:MI:0007,-,pubmed:26496610|pubmed:28514442|pubmed:21900206,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407|psi-mi:MI:0914,mint,8276938,0.664430583281655,55177,9218,34926,37824,67809,30960,affinity chromatography technology | two hybrid | anti tag coimmunoprecipitation
P40222,Q16623,TXLNA_HUMAN(gene name),STX1A_HUMAN(gene name),-,-,psi-mi:MI:0096|psi-mi:MI:0018|psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:12558796|pubmed:24722188|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-21252296,0.664340274257101,200081,6804,14062,37941,109658,20907,pull down | two hybrid | two hybrid prey pooling approach | two hybrid array
Q13424,Q9Y4J8,SNTA1_HUMAN(gene name),DTNA_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0096|psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:11069112|pubmed:9356463|pubmed:18468998,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-21277454,0.661412125682619,6640,1837,2331,20362,20648,13527,two hybrid | pull down | affinity chromatography technology | tandem affinity purification
Q9UN37,Q9UN37,VPS4A_HUMAN(gene name),VPS4A_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:16730941,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-11510653,0.655964938087395,27183,27183,69132,69132,116733,116733,two hybrid
Q5TCQ9,Q92823,MAGI3_HUMAN(gene name),NRCAM_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:12421765,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-311487,0.655964938087395,260425,4897,26431,21041,99470,319504,two hybrid
Q8WYA0,Q96LB3,IFT81_HUMAN(gene name),IFT74_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:26186194|pubmed:28514442|pubmed:27173435,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-12450795,0.655704201603131,28981,80173,7664,11831,12589,67694,affinity chromatography technology | tandem affinity purification
P04899,Q9NPQ8,GNAI2_HUMAN(gene name),RIC8A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0018|psi-mi:MI:0096,-,pubmed:26186194|pubmed:28514442|pubmed:12509430,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,biogrid,316523,0.653040580668614,2771,60626,55539,23331,14678,101489,affinity chromatography technology | two hybrid | pull down
P08754,Q9NPQ8,GNAI3_HUMAN(gene name),RIC8A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0018|psi-mi:MI:0096,-,pubmed:26186194|pubmed:28514442|pubmed:12509430,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,biogrid,316522,0.653040580668614,2773,60626,55975,23331,14679,101489,affinity chromatography technology | two hybrid | pull down
P49840,P61981,GSK3A_HUMAN(gene name),1433G_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006|psi-mi:MI:0019,-,pubmed:27684187|pubmed:15324660|pubmed:17353931,9606,9606,psi-mi:MI:0915,mint,50786,0.650079995077529,2931,7532,88581,22725,606496,22628,affinity chromatography technology | anti bait coimmunoprecipitation | coimmunoprecipitation
O00264,P27824,PGRC1_HUMAN(gene name),CALX_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:1313|psi-mi:MI:1314|psi-mi:MI:0096,-,pubmed:29568061|pubmed:21081644|pubmed:unassigned1655,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16789004,0.649530599741075,10857,821,48457,1324,53328,12330,affinity chromatography technology | proximity labelling technology | proximity-dependent biotin identification | pull down
O14640,P49674,DVL1_HUMAN(gene name),KC1E_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096|psi-mi:MI:0007|psi-mi:MI:0424,-,pubmed:11818547|pubmed:11425858,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407|psi-mi:MI:0914|psi-mi:MI:0217,intact,EBI-6878298,0.648920642297654,1855,1454,20926,121695,13542,27373,affinity chromatography technology | pull down | anti tag coimmunoprecipitation | protein kinase assay
Q12860,Q12860,CNTN1_HUMAN(gene name),CNTN1_HUMAN(gene name),-,-,psi-mi:MI:0071,-,pubmed:26721881,9606,9606,psi-mi:MI:0407,intact,EBI-16590381,0.646823005156743,1272,1272,7274,7274,12805,12805,molecular sieving
Q02978,Q02978,M2OM_HUMAN(gene name),M2OM_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:8597574,9606,9606,psi-mi:MI:0407,biogrid,303486,0.646823005156743,8402,8402,2637,2637,67863,67863,pull down
Q9Y2X8,Q9Y2X8,UB2D4_HUMAN(gene name),UB2D4_HUMAN(gene name),-,-,psi-mi:MI:0415,-,pubmed:20061386,9606,9606,psi-mi:MI:0407,biogrid,948737,0.646823005156743,51619,51619,134887,134887,73318,73318,enzymatic study
P43003,P43003,EAA1_HUMAN(gene name),EAA1_HUMAN(gene name),-,-,psi-mi:MI:0114,-,pubmed:28424515,9606,9606,psi-mi:MI:0407,intact,EBI-20715858,0.646823005156743,6507,6507,20882,20882,20512,20512,x-ray crystallography
P35580,P35580,MYH10_HUMAN(gene name),MYH10_HUMAN(gene name),-,-,psi-mi:MI:0028,-,pubmed:21078954,9606,9606,psi-mi:MI:0407,intact,EBI-15892487,0.646823005156743,4628,4628,55941,55941,77579,77579,cosedimentation in solution
P49840,P49840,GSK3A_HUMAN(gene name),GSK3A_HUMAN(gene name),-,-,psi-mi:MI:0424,-,pubmed:24879152,9606,9606,psi-mi:MI:0217,intact,EBI-20764451,0.646823005156743,2931,2931,88581,88581,606496,606496,protein kinase assay
P48729,P48729,KC1A_HUMAN(gene name),KC1A_HUMAN(gene name),-,-,psi-mi:MI:0424,-,pubmed:25500533,9606,9606,psi-mi:MI:0217,intact,EBI-10106211,0.646823005156743,1452,1452,111694,111694,93687,93687,protein kinase assay
P05129,P49840,KPCG_HUMAN(gene name),GSK3A_HUMAN(gene name),-,-,psi-mi:MI:0415,-,pubmed:11884598,9606,9606,psi-mi:MI:0407,biogrid,829907,0.646823005156743,5582,2931,20602,88581,18752,606496,enzymatic study
P31689,P31689,DNJA1_HUMAN(gene name),DNJA1_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:28292943,9606,9606,psi-mi:MI:0407,biogrid,2495912,0.646823005156743,3301,3301,55588,55588,15502,15502,pull down
P17252,P49840,KPCA_HUMAN(gene name),GSK3A_HUMAN(gene name),-,-,psi-mi:MI:0415,-,pubmed:11884598,9606,9606,psi-mi:MI:0407,biogrid,829905,0.646823005156743,5578,2931,55679,88581,18750,606496,enzymatic study
P63261,Q14019,ACTG_HUMAN(gene name),COTL1_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:11297527,9606,9606,psi-mi:MI:0407,biogrid,904081,0.646823005156743,71,23406,74402,10898,11465,72042,pull down
Q86YM7,Q86YM7,HOME1_HUMAN(gene name),HOME1_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:14660561,9606,9606,psi-mi:MI:0407,biogrid,2394196,0.646823005156743,9456,9456,3155,3155,26556,26556,pull down
Q92997,Q92997,DVL3_HUMAN(gene name),DVL3_HUMAN(gene name),-,-,psi-mi:MI:0055,-,pubmed:24643799,9606,9606,psi-mi:MI:0407,biogrid,938988,0.646823005156743,1857,1857,20928,20928,13544,13544,fluorescent resonance energy transfer
Q9UKG1,Q9UL25,DP13A_HUMAN(gene name),RAB21_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:17581628,9606,9606,psi-mi:MI:0407,mint,5208076,0.646823005156743,26060,23011,32143,8991,72993,216344,pull down
P22314,P22314,UBA1_HUMAN(gene name),UBA1_HUMAN(gene name),-,-,psi-mi:MI:0415,-,pubmed:22350887,9606,9606,psi-mi:MI:0407,biogrid,1057066,0.646823005156743,7317,7317,22002,22002,22201,22201,enzymatic study
P48730,P62820,KC1D_HUMAN(gene name),RAB1A_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:26195667,9606,9606,psi-mi:MI:0407,biogrid,1870212,0.646823005156743,1453,5861,74841,36154,104318,19324,pull down
P58400,Q8NFZ4,NRX1B_HUMAN(gene name),NLGN2_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:8576240,9606,9606,psi-mi:MI:0407,biogrid,286934,0.646823005156743,9378,57555,21005,69317,18189,216856,pull down
P58400,Q9NZ94,NRX1B_HUMAN(gene name),NLGN3_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:8576240,9606,9606,psi-mi:MI:0407,biogrid,286935,0.646823005156743,9378,54413,21005,23133,18189,245537,pull down
P58401,Q8N2Q7,NRX2B_HUMAN(gene name),NLGN1_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:8576240,9606,9606,psi-mi:MI:0407,biogrid,286936,0.646823005156743,9379,22871,86984,56690,18190,192167,pull down
P58401,Q8NFZ4,NRX2B_HUMAN(gene name),NLGN2_HUMAN(gene name),-,-,psi-mi:MI:0096,-,pubmed:8576240,9606,9606,psi-mi:MI:0407,biogrid,286937,0.646823005156743,9379,57555,86984,69317,18190,216856,pull down
P48730,Q92997,KC1D_HUMAN(gene name),DVL3_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:1112|psi-mi:MI:0397|psi-mi:MI:1356|psi-mi:MI:0398,-,pubmed:25416956|pubmed:16189514,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-759547,0.645899372967647,1453,1857,74841,20928,104318,13544,two hybrid | two hybrid prey pooling approach | two hybrid array | validated two hybrid | two hybrid pooling approach
P63104,Q9P0K1,1433Z_HUMAN(gene name),ADA22_HUMAN(gene name),-,-,psi-mi:MI:0007|psi-mi:MI:0096|psi-mi:MI:0018|psi-mi:MI:0019|psi-mi:MI:0369,-,pubmed:16868027|pubmed:12589811,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,mint,8006339,0.645718204792152,7534,53616,56528,37898,22631,11496,anti tag coimmunoprecipitation | pull down | two hybrid | coimmunoprecipitation | lex-a dimerization assay
P50148,Q9NPQ8,GNAQ_HUMAN(gene name),RIC8A_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0004|psi-mi:MI:0096,-,pubmed:16629901|pubmed:12509430,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,biogrid,904098,0.64158865326625,2776,60626,1566,23331,14682,101489,two hybrid | affinity chromatography technology | pull down
P11021,Q13438,BIP_HUMAN(gene name),OS9_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:18502753|pubmed:18264092|pubmed:23097496,9606,9606,psi-mi:MI:0915,biogrid,815181,0.640376451784417,3309,10956,3908,31409,14828,216440,affinity chromatography technology
Q92558,Q9Y2A7,WASF1_HUMAN(gene name),NCKP1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096|psi-mi:MI:0006,-,pubmed:27173435|pubmed:19363480|pubmed:21946561,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,mint,8307391,0.640376451784417,8936,10787,2920,8384,83767,50884,affinity chromatography technology | pull down | anti bait coimmunoprecipitation
Q15436,Q15437,SC23A_HUMAN(gene name),SC23B_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-18807742,0.637157751267298,10484,10483,4642,74571,20334,27054,two hybrid prey pooling approach | two hybrid array
P48730,Q9P286,KC1D_HUMAN(gene name),PAK5_HUMAN(gene name),-,-,psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:unassigned1304,9606,9606,psi-mi:MI:0915,intact,EBI-19521678,0.637157751267298,1453,57144,74841,22211,104318,241656,two hybrid prey pooling approach | two hybrid array
P11021,Q13501,BIP_HUMAN(gene name),SQSTM_HUMAN(gene name),-,-,psi-mi:MI:0096|psi-mi:MI:0004|psi-mi:MI:0686,-,pubmed:26075355|pubmed:29976090|pubmed:29507222,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,biogrid,2532789,0.635386496551508,3309,8878,3908,31202,14828,18412,pull down | affinity chromatography technology | unspecified method
P40222,Q8N1B4,TXLNA_HUMAN(gene name),VPS52_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:1112|psi-mi:MI:0397|psi-mi:MI:1356,-,pubmed:25416956|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-19196125,0.634086744854361,200081,6293,14062,5756,109658,224705,two hybrid | two hybrid prey pooling approach | two hybrid array | validated two hybrid
Q9NX63,Q9Y512,MIC19_HUMAN(gene name),SAM50_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:1112|psi-mi:MI:0397|psi-mi:MI:1356,-,pubmed:25416956|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-19991118,0.634086744854361,54927,25813,9851,41034,66075,68653,two hybrid | two hybrid prey pooling approach | two hybrid array | validated two hybrid
Q9C026,Q9UI08,TRIM9_HUMAN(gene name),EVL_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:1356|psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:25416956|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-19303071,0.634086744854361,114088,51466,9045,56752,94090,14026,two hybrid | validated two hybrid | two hybrid prey pooling approach | two hybrid array
P22694,P63167,KAPCB_HUMAN(gene name),DYL1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007|psi-mi:MI:0676,-,pubmed:26496610|pubmed:23455922,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-6255866,0.628436154275039,5567,8655,121718,133063,18749,56455,affinity chromatography technology | anti tag coimmunoprecipitation | tandem affinity purification
Q04917,Q9Y2J2,1433F_HUMAN(gene name),E41L3_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0018|psi-mi:MI:0096|psi-mi:MI:0007,-,pubmed:24366813|pubmed:11996670,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407|psi-mi:MI:0914,intact,EBI-6911412,0.625694813787041,7533,23136,37767,49308,22629,13823,affinity chromatography technology | two hybrid | pull down | anti tag coimmunoprecipitation
O95782,Q9UM54,AP2A1_HUMAN(gene name),MYO6_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096,-,pubmed:26950368|pubmed:11447109,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,biogrid,726948,0.624466172022152,160,4646,68997,56417,11771,17920,affinity chromatography technology | pull down
Q16891,Q9NX63,MIC60_HUMAN(gene name),MIC19_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:27153535|pubmed:26666268|pubmed:17624330,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,mint,5007196,0.623773997534363,10989,54927,38234,9851,76614,66075,affinity chromatography technology | anti bait coimmunoprecipitation
P51149,P61020,RAB7A_HUMAN(gene name),RAB5B_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:10329441,9606,9606,psi-mi:MI:0407,biogrid,297617,0.620540087343275,7879,5869,3408,104027,19349,19344,two hybrid
P20339,P51149,RAB5A_HUMAN(gene name),RAB7A_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:10329441,9606,9606,psi-mi:MI:0407,biogrid,297616,0.620540087343275,5868,7879,68142,3408,271457,19349,two hybrid
P61020,Q8TC07,RAB5B_HUMAN(gene name),TBC15_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:16923123,9606,9606,psi-mi:MI:0407,biogrid,696704,0.620540087343275,5869,64786,104027,11249,19344,66687,two hybrid
P49327,P49327,FAS_HUMAN(gene name),FAS_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:11248039,9606,9606,psi-mi:MI:0407,biogrid,19043,0.620540087343275,2194,2194,55800,55800,14104,14104,two hybrid
P51149,P61018,RAB7A_HUMAN(gene name),RAB4B_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:10329441,9606,9606,psi-mi:MI:0407,biogrid,297615,0.620540087343275,7879,53916,3408,100632,19349,19342,two hybrid
P61020,Q9HA65,RAB5B_HUMAN(gene name),TBC17_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:16923123,9606,9606,psi-mi:MI:0407,biogrid,696707,0.620540087343275,5869,79735,104027,11656,19344,233204,two hybrid
P20339,Q8TC07,RAB5A_HUMAN(gene name),TBC15_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:16923123,9606,9606,psi-mi:MI:0407,biogrid,696703,0.620540087343275,5868,64786,68142,11249,271457,66687,two hybrid
O95622,O95622,ADCY5_HUMAN(gene name),ADCY5_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:9275169,9606,9606,psi-mi:MI:0407,biogrid,280145,0.620540087343275,111,111,11213,11213,224129,224129,two hybrid
Q9NQX3,Q9NQX3,GEPH_HUMAN(gene name),GEPH_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:21988832,9606,9606,psi-mi:MI:0407,biogrid,895146,0.620540087343275,10243,10243,10820,10820,268566,268566,two hybrid
Q6AWC2,Q6AWC2,WWC2_HUMAN(gene name),WWC2_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:24682284,9606,9606,psi-mi:MI:0407,biogrid,1255022,0.620540087343275,80014,80014,32618,32618,52357,52357,two hybrid
P32004,P32004,L1CAM_HUMAN(gene name),L1CAM_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:25315821,9606,9606,psi-mi:MI:0407,biogrid,2536751,0.620540087343275,3897,3897,20128,20128,16728,16728,two hybrid
P30084,P30084,ECHM_HUMAN(gene name),ECHM_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:21988832,9606,9606,psi-mi:MI:0407,biogrid,893627,0.620540087343275,1892,1892,3018,3018,93747,93747,two hybrid
P16389,P16389,KCNA2_HUMAN(gene name),KCNA2_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:8980147,9606,9606,psi-mi:MI:0407,biogrid,717051,0.620540087343275,3737,3737,21034,21034,16490,16490,two hybrid
P20339,Q9HA65,RAB5A_HUMAN(gene name),TBC17_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:16923123,9606,9606,psi-mi:MI:0407,biogrid,696706,0.620540087343275,5868,79735,68142,11656,271457,233204,two hybrid
Q86VS8,Q86VS8,HOOK3_HUMAN(gene name),HOOK3_HUMAN(gene name),-,-,psi-mi:MI:0018,-,pubmed:18799622,9606,9606,psi-mi:MI:0407,biogrid,715566,0.620540087343275,84376,84376,13022,13022,320191,320191,two hybrid
Q16623,Q9H115,STX1A_HUMAN(gene name),SNAB_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:1112|psi-mi:MI:0397,-,pubmed:24722188|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-21252248,0.61959502903106,6804,63908,37941,5332,20907,17957,two hybrid | two hybrid prey pooling approach | two hybrid array
P61018,Q9C0H5,RAB4B_HUMAN(gene name),RHG39_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:26496610,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-11116254,0.618423802905419,53916,80728,100632,27825,19342,223666,affinity chromatography technology | anti tag coimmunoprecipitation
Q9UI40,Q9UI40,NCKX2_HUMAN(gene name),NCKX2_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:12377762,9606,9606,psi-mi:MI:0915,biogrid,2375910,0.617980582219215,25769,25769,10669,10669,76376,76376,affinity chromatography technology
Q96QK1,Q96QK1,VPS35_HUMAN(gene name),VPS35_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:23452853,9606,9606,psi-mi:MI:0915,biogrid,833232,0.617980582219215,55737,55737,6221,6221,65114,65114,affinity chromatography technology
Q16531,Q16531,DDB1_HUMAN(gene name),DDB1_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:23362280,9606,9606,psi-mi:MI:0915,biogrid,817493,0.617980582219215,1642,1642,1448,1448,13194,13194,affinity chromatography technology
Q8WVZ9,Q8WVZ9,KBTB7_HUMAN(gene name),KBTB7_HUMAN(gene name),-,-,psi-mi:MI:0007,-,pubmed:20562859,9606,9606,psi-mi:MI:0915,intact,EBI-3232144,0.617980582219215,84078,84078,41849,41849,211255,211255,anti tag coimmunoprecipitation
Q8TC07,Q9HA65,TBC15_HUMAN(gene name),TBC17_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:28514442,9606,9606,psi-mi:MI:0915,biogrid,2217718,0.617980582219215,64786,79735,11249,11656,66687,233204,affinity chromatography technology
Q13618,Q16531,CUL3_HUMAN(gene name),DDB1_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:21145461,9606,9606,psi-mi:MI:0915,biogrid,686390,0.617980582219215,8452,1642,2661,1448,26554,13194,affinity chromatography technology
O15205,P22314,UBD_HUMAN(gene name),UBA1_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:22434192,9606,9606,psi-mi:MI:0915,biogrid,656484,0.617980582219215,10537,7317,4665,22002,24108,22201,affinity chromatography technology
P46531,Q12860,NOTC1_HUMAN(gene name),CNTN1_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:14567914,9606,9606,psi-mi:MI:0915,biogrid,253410,0.617980582219215,4851,1272,32049,7274,18128,12805,affinity chromatography technology
P51149,P51149,RAB7A_HUMAN(gene name),RAB7A_HUMAN(gene name),-,-,psi-mi:MI:0004,-,pubmed:29360040,9606,9606,psi-mi:MI:0915,biogrid,2526832,0.617980582219215,7879,7879,3408,3408,19349,19349,affinity chromatography technology
