Yeast Gene,Entrez,Source
SMK1,5594;5602;5600;6300;5603;1432;5595;5596;5597;5598;5599;5601;51701,Panther;TreeFam
SMM1,54920,Ensembl;Panther;TreeFam
SMP1,4205;100271849;4208;4209,Ensembl;Panther;TreeFam
SMP3,80235,Ensembl;Panther;TreeFam
SMT3,7341;6613;6612,Ensembl;Panther;TreeFam
SMX2,6637,Ensembl;Panther;TreeFam
SMX3,11157;6636,Ensembl;Panther;TreeFam
SMY1,26153;55083,Ensembl
SMY2,64599;26058,Panther
SNC1,6843;6844;9341;8674;10791;8673,Ensembl;Panther;TreeFam
SNC2,6843;6844;9341;8674;10791;8673,Ensembl;Panther;TreeFam
SNF1,30811;9833;5562;5563;83931;10221;28951;57761,Ensembl;Panther;TreeFam;HomoloGene
SNF12,6602;6603;6604,Panther
SNF2,6595;6597,TreeFam
SNF3,11182;29988,Ensembl
SNF4,5571;51422;53632,Ensembl;Panther;TreeFam
SNF5,6598,Ensembl;Panther;TreeFam
SNF7,29082;128866;92421;91782,Ensembl;Panther;TreeFam;HomoloGene
SNF8,11267,HomoloGene;Panther;TreeFam
SNL1,573,Panther
SNM1,79897,Panther
SNO4,11315,Panther
SNP1,6625,Ensembl;Panther
SNQ2,9619;64137,Panther
SNT1,9611;9612,Ensembl;Panther
SNT2,79960;23338;9767;8028;4302,Panther
SNT309,10286,Panther
SNU114,9343,HomoloGene;TreeFam
SNU13,4809,Ensembl;HomoloGene;Panther;TreeFam
SNU66,9092,Panther
SNU71,58517,Panther
SNX3,6642;29887;29916;29934;6643;8724;27131;58533;51375;51429,Panther;Ensembl;TreeFam;HomoloGene
SNX4,6642;29887;29916;29934;6643;8724;8723;27131;58533;51375;51429,Panther;Ensembl;TreeFam
SNX41,8723,Panther;TreeFam
SOD1,9973;6647;6649,Ensembl;HomoloGene;Panther;TreeFam
SOD2,6648,HomoloGene;Panther
SOF1,25879,Ensembl;HomoloGene;Panther;TreeFam
SOG2,23143;122769;55379;23239,Panther
SOK1,6954,Ensembl;Panther
SOL1,25796,Ensembl;Panther;TreeFam
SOL2,25796,Ensembl;Panther;TreeFam
SOL3,25796,Ensembl;Panther;TreeFam
SOL4,25796,Ensembl;Panther;TreeFam
SOR1,124;125;126;127;128;130;131;54953;1429;9946;51102;22949;145482;84816;6652;9540;10493,Panther;HomoloGene
SOR2,124;125;126;127;128;130;131;54953;1429;9946;51102;22949;145482;84816;6652;9540;10493,Panther;HomoloGene
SPC1,28972,Panther;TreeFam
SPC24,147841,Panther
SPC25,57405,Panther
SPC98,114791;85378,Ensembl
SPE1,51582;113451;4953,Ensembl;Panther;TreeFam;HomoloGene
SPE2,262,Ensembl;HomoloGene;Panther;TreeFam
SPE3,6611;6723,Panther;Ensembl;HomoloGene;TreeFam
SPE4,6611;6723,Ensembl;Panther;TreeFam
SPO1,5321;100137049;8605;283748,Panther
SPO11,23626,Panther
SPO14,5337;5338,Ensembl;Panther;TreeFam
SPO20,8773;6616;9342,Panther
SPP1,30827,Panther
SPP382,24144,Panther
SPR28,1731;151011;55752;346288;4735;5414;5413;23157;989;23176,Panther;TreeFam
SPR3,1731;151011;55752;346288;4735;5414;5413;23157;989;23176,Panther;TreeFam
SPS1,8428;10494;51765;6788;6789,Ensembl;Panther;TreeFam
SPS18,3268;55738,Panther;Ensembl
SPS19,51181;1666;26063;10202;10901;317749;3248;3028;51171;7923;55825,Ensembl;Panther;TreeFam;HomoloGene
SPT14,5277,Ensembl;HomoloGene;Panther;TreeFam
SPT15,6908;9519;387332,Ensembl;HomoloGene;Panther;TreeFam
SPT16,11198,Ensembl;HomoloGene;Panther;TreeFam
SPT20,55578,Panther
SPT23,51479;56311;136319;84988,Panther
SPT3,8464,Ensembl;Panther;TreeFam
SPT4,6827,Ensembl;Panther;TreeFam
SPT5,6829,Ensembl;HomoloGene;Panther;TreeFam
SPT6,6830,Ensembl;HomoloGene;Panther;TreeFam
SQS1,6651,Panther
SQT1,14,Panther;TreeFam
SRB4,9440,Panther
SRB5,54797,Panther
SRB7,9412,Panther
SRB8,9968;116931,Panther
SRC1,221496;23592,Panther
SRL4,1666,Panther
SRM1,8925;8924;25998;55213;1102;1104;55920;6103;26297,Ensembl;Panther;HomoloGene;TreeFam
SRN2,137492;79720;55048;155382,Panther
SRO7,3996;134957;9515,Panther
SRO77,3996;134957;9515,Panther
SRO9,23367;23185,Panther
SRP1,3836;3838;3839;3840;3841;23633;402569;9576,Ensembl;Panther;TreeFam;HomoloGene
SRP101,6734,Ensembl;Panther;TreeFam
SRP14,6727,Panther
SRP21,6726,Panther
SRP40,9221,Ensembl;Panther
SRP54,6729,Ensembl;HomoloGene;Panther;TreeFam
SRP68,6730,Panther
SRP72,6731,Panther
SRS2,84893,Panther
SRT1,79947,Panther;TreeFam
SRY1,875;10993;63826;79896;55258,Panther;Ensembl;HomoloGene;TreeFam
SSA1,3303;3304;3305;3306;3310;3311;3312,Panther;TreeFam;HomoloGene
SSA2,51182;3303;3304;3305;3306;3309;3310;3311;3312,Ensembl;Panther;TreeFam;HomoloGene
SSA3,3303;3304;3305;3306;3310;3311;3312,HomoloGene;Panther;TreeFam
SSA4,3303;3304;3305;3306;3310;3311;3312,HomoloGene;Panther;TreeFam
SSB1,6782;3303;3304;3310;3311,Ensembl;Panther
SSB2,6782;3303;3304;3310;3311,Ensembl;Panther
SSC1,3313,HomoloGene;Panther;TreeFam
SSD1,129563,Panther;TreeFam
SSE1,3308;10808;10525,HomoloGene;Panther;TreeFam;Ensembl
SSE2,3308;10808;10525,Panther;TreeFam;Ensembl;HomoloGene
SSF1,56342,Ensembl;HomoloGene;Panther;TreeFam
SSF2,56342,Ensembl;HomoloGene;Panther;TreeFam
SSH1,29927,Panther;TreeFam
SSH4,57610;10048,Panther
SSK2,4216,Ensembl
SSK22,4216,Ensembl
SSL1,2966,Ensembl;HomoloGene;Panther;TreeFam
SSL2,2071,Ensembl;HomoloGene;Panther;TreeFam
SSM4,55016;441061;51257;115123;57574;10299;220972;92979,Ensembl;TreeFam;Panther
SSN2,9969;23389,Panther
SSN3,23097;1024,Ensembl;Panther;TreeFam
SSN8,892;57018;81669;904;905;92002,Ensembl;Panther;TreeFam
SSO1,8676;23673;55014;6804;112755;2054;6809;6810;8417,TreeFam;Panther;Ensembl;HomoloGene
SSO2,8676;23673;55014;6804;112755;2054;6809;6810;8417,TreeFam;Panther;Ensembl;HomoloGene
SSP120,4924;4925,Panther
SSQ1,3313,Panther
SSS1,23480,Ensembl;Panther
SST2,8312;8313;5996;6001;8786;6002;6003;10636;6004;64407;10287;5997;8601;431704;26166;5998;5999;8490;9628;6000;85397;8787;353299,Panther
SSY1,56301;23657;8140;9057;9056;23428;11136,Panther
SSZ1,6782;51182;3309,Panther;TreeFam
STE11,4214;10746;4215;29959;340371;65125;65268;65267;65266,Ensembl
STE13,57628;1803;1804;54878;91039;2191,Ensembl;Panther;TreeFam
STE14,23463,Ensembl;HomoloGene;Panther;TreeFam
STE20,5058;5062;5063;10298;56924;57144,Ensembl;HomoloGene;TreeFam;Panther
STE23,3416;4898,Ensembl;HomoloGene;Panther;TreeFam
STE24,10269,Ensembl;HomoloGene;Panther;TreeFam
STE4,2782;2783;2784;59345;10681;22911,Ensembl;Panther;TreeFam;HomoloGene
STE50,10256;22866,Panther
STE6,5243;8647;5244;340273;4363;89845;85320;94160;1244;8714;10257;10057;368;6833;10060;1080,Ensembl;TreeFam;Panther
STE7,5604;5605,TreeFam;HomoloGene
STF1,93974,Panther
STF2,26135,Panther
STH1,6595;6597,Ensembl;HomoloGene;TreeFam
STI1,79657;6674;10963;10953,Ensembl;HomoloGene;Panther;TreeFam
STL1,81031;154091;11182;29988,Panther;Ensembl
STM1,26135,Panther
STN1,79991,Panther
STO1,4686,Ensembl;Panther
STP22,7251;55293,Ensembl;Panther;TreeFam
STP3,7580,TreeFam
STR3,1491,Panther
STT3,3703;201595,Ensembl;Panther;TreeFam;HomoloGene
STT4,5297,Ensembl;Panther;TreeFam
STU1,23332;23122,Panther
STU2,9793,Ensembl;Panther
STV1,535;23545;50617;10312,Ensembl;Panther
SUA5,79693,Panther;TreeFam
SUA7,2959,Ensembl;HomoloGene;Panther;TreeFam
SUB1,10923,Ensembl;Panther;TreeFam
SUB2,7919,Ensembl;HomoloGene;Panther;TreeFam
SUI2,1965,Ensembl;HomoloGene;Panther;TreeFam
SUI3,8894,Ensembl;Panther;TreeFam
SUL1,10861;284129;1836;1811;5172;375611;65010;115111;116369;115019,Ensembl;Panther;HomoloGene;TreeFam
SUL2,10861;284129;1836;1811;5172;375611;65010;115111;116369;115019,Ensembl;Panther;HomoloGene;TreeFam
SUP35,2935;23708;10767,Ensembl;HomoloGene;Panther;TreeFam
SUP45,2107,Ensembl;HomoloGene;Panther;TreeFam
SUR2,6307,TreeFam
SUV3,6832,Ensembl;Panther;TreeFam
SVF1,8359;8366;8364;8360;8367;8361;8369;8365;8294;8363;8362;8368;8370;121504,Panther
SWA2,9829;2580,Panther
SWC4,55929,Ensembl;Panther;TreeFam
SWC5,10428,Ensembl;Panther;TreeFam
SWD1,5929,Ensembl;HomoloGene;TreeFam
SWD2,80335,Ensembl;HomoloGene;Panther;TreeFam
SWE1,5610;149420;9088;140901;7465;494551,Panther;Ensembl
SWH1,5007;23762;114876;9885;26031;114880;114881,Ensembl;Panther
SWI3,6599;6601,Ensembl;Panther
SWI5,10661;11278;28999;128209;10365;51274;9314;688;1316;8609;11279,Ensembl
SWP1,6185,Panther
SWP82,23512,Panther
SWR1,546;57634;10847,Panther;Ensembl
SWT21,55135,Panther
SXM1,10527;10526,Ensembl;Panther;TreeFam
SYF1,56949,Ensembl;Panther;TreeFam
SYF2,25949,Panther
SYG1,9213,Ensembl;HomoloGene;Panther;TreeFam
SYH1,64599;26058,Panther
SYM1,4358;84769,Ensembl;HomoloGene;Panther
SYN8,8677;10228;9482,Panther;TreeFam
SYO1,55027,Panther
SYP1,29993;11252;29763;9051;9050,Panther
SYS1,90196,Panther
SYT1,27071;9922;23096;440073,TreeFam;Panther
TAD1,132612;103;104;105;23536;3609;55342;51663,Panther
TAD2,134637,Ensembl;Panther;TreeFam
TAD3,113179,Ensembl;TreeFam
TAE1,28989,Ensembl;HomoloGene;Panther;TreeFam
TAF1,6872;138474,Ensembl;Panther
TAF10,6881,Panther;TreeFam
TAF11,6882,Ensembl;Panther
TAF12,6883,Ensembl;Panther;TreeFam
TAF13,6884,Panther;TreeFam
TAF14,4298;4300;8089,Panther
TAF2,6873,Ensembl;Panther;TreeFam
TAF4,6874;6875,Panther
TAF5,10300;27339;79582;6877,Ensembl;HomoloGene;Panther
TAF6,6878;10629,Ensembl;HomoloGene;Panther;TreeFam
TAF7,6879;54457,Panther;TreeFam
TAF9,6880;51616,Ensembl;HomoloGene;Panther;TreeFam
TAH18,4552;27158;4842;4843;4846,Ensembl;HomoloGene;Panther;TreeFam
TAL1,6888,Ensembl;HomoloGene;Panther;TreeFam
TAM41,132001,Ensembl;Panther;TreeFam
TAO3,10129,Ensembl;Panther
TAP42,3476,Ensembl;Panther;TreeFam
TAT1,56301;23657;8140;9057;9056;23428;11136,Panther
TAT2,56301;23657;8140;9057;9056;23428;11136,Panther
TAX4,2060;6453;50618,Panther
TAZ1,6901,HomoloGene;Panther;TreeFam
TBF1,7013;7014,Panther
TCB1,6857;23208;91683;57586;83849;127833;84258;6860;6861;148281;9066;90019;143425,TreeFam
TCB2,6857;23208;91683;57586;83849;127833;84258;6860;6861;148281;9066;90019;143425,TreeFam
TCB3,79772;55784;9783;140730,Panther;TreeFam
TCM62,6950,Panther
TCP1,6950,Ensembl;HomoloGene;Panther;TreeFam
TDA2,6991;343521,Panther
TDA4,2055;79850;83723,Panther;TreeFam
TDA5,1666;9249;51635;25979;201140;3290;51170;345275;3294;157506,Panther;Ensembl
TDH1,2597;26330,Ensembl;HomoloGene;Panther
TDH2,2597;26330,Ensembl;HomoloGene;Panther
TDH3,2597;26330,Ensembl;HomoloGene;Panther
TDP1,55775,Panther
TEC1,7003;8463;7005;7004,Panther
TEF1,1915;1917,Panther;TreeFam
TEF2,1915;1917,Ensembl;Panther;TreeFam
TEF4,9521;1937;54332;2954,Panther;Ensembl
TEL1,472,Ensembl;Panther
TEL2,9894,Panther
TEM1,201475;22931;9364;11021,Ensembl;TreeFam
TEP1,7145;23371;64759;84951,Panther
TES1,10005,Ensembl;Panther;TreeFam
TEX1,84321,Panther
TFA1,2960,Ensembl;Panther;TreeFam
TFA2,2961,Panther
TFB1,2965,Ensembl;Panther
TFB2,2968,Ensembl;HomoloGene;Panther;TreeFam
TFB3,4331,Ensembl;HomoloGene;Panther;TreeFam
TFB4,2967,Ensembl;HomoloGene;Panther;TreeFam
TFB5,404672,Panther;TreeFam
TFC1,9328,Panther
TFC3,2975,Panther
TFC4,9330,Ensembl;Panther;TreeFam
TFC6,2976,Panther
TFC7,53347;84959,Panther
TFG1,2962,Panther
TFG2,2963,Ensembl;Panther;TreeFam
TFS1,64978;5037;157310,Panther;TreeFam
TGL1,3988;8513;142910;643414;340654;643418,Ensembl;HomoloGene;TreeFam
TGL2,3931;23659,Panther
TGL4,10908;375775,Panther
TGL5,10908;375775,Panther
TGS1,96764,Ensembl;Panther
THI3,10994,Panther
THI4,2110,Panther
THI80,27010,Ensembl;Panther;TreeFam
THO1,84324,Panther
THO2,57187,Ensembl;Panther
THP1,55795,Panther
THP3,114823,Ensembl;Panther
THR4,79896;55258,Ensembl;Panther;TreeFam;HomoloGene
THS1,54148;6897;80222,Ensembl;HomoloGene;Panther;TreeFam
TIF1,9188;79009;1973;1974,Ensembl;HomoloGene;Panther;TreeFam
TIF11,1964;9086,Ensembl;HomoloGene;Panther;TreeFam
TIF2,9188;79009;1973;1974,Ensembl;HomoloGene;Panther;TreeFam
TIF3,1975;7458,Panther
TIF34,8668;11171,Ensembl;HomoloGene;Panther;TreeFam
TIF35,8666,Ensembl;HomoloGene;Panther
TIF4631,1981;1982;8672;57409,Ensembl;Panther;TreeFam
TIF4632,1981;1982;8672;57409,Ensembl;Panther;TreeFam
TIF5,1983,Ensembl;HomoloGene;Panther;TreeFam
TIF6,3692,Ensembl;HomoloGene;Panther
TIM10,26519,Ensembl;Panther;TreeFam
TIM11,521,Panther
TIM12,26519,Panther;TreeFam
TIM13,26517,Ensembl;Panther;TreeFam
TIM17,10440;10245,Ensembl;Panther;TreeFam;HomoloGene
TIM18,6392,Panther
TIM21,29090,Panther
TIM22,29928,Panther;TreeFam
TIM23,100287932,Panther;TreeFam
TIM44,10469,Ensembl;HomoloGene;Panther;TreeFam
TIM50,92609,Ensembl;Panther;TreeFam
TIM54,55750,Panther
TIM8,1678;26521,Ensembl;TreeFam
TIM9,26520,Ensembl;Panther;TreeFam
TIP20,60561,Panther
TIP41,261726,Ensembl;HomoloGene;Panther
TIS11,7538;677;678,Ensembl;Panther
TKL1,5162;7086;8277,Panther;Ensembl;TreeFam
TKL2,5162;7086;8277,Panther;Ensembl;TreeFam
TLG1,8677;10228,Panther
TLG2,8675,Ensembl;HomoloGene;Panther
TMA10,26135,Panther
TMA108,290;2028;51752;64167;4012;206338;29953,Panther
TMA19,7178,Ensembl;HomoloGene;Panther;TreeFam
TMA20,28985,HomoloGene;Panther
TMA22,8562,Ensembl;HomoloGene;Panther;TreeFam
TMA64,1939,Ensembl;Panther
TMA7,51372,Panther
TMH18,374882,Panther;TreeFam
TML25,10434;11313;127018,Ensembl;HomoloGene;Panther;TreeFam
TMN2,9375,Ensembl;TreeFam
TMN3,9375,TreeFam
TMS1,57515;347735;10955;619189;256987,Ensembl;HomoloGene;Panther;TreeFam
TMT1,51805;155368,Panther
TOA1,2957;11036;11037;85439,Ensembl;Panther;TreeFam
TOA2,2958,Ensembl;HomoloGene;Panther;TreeFam
TOF1,8914,Panther
TOK1,3775;54207;56660;56659;60598;83795;89822;3776;3777;50801;8645;9424;10089;51305,TreeFam
TOM1,57531;10075;51366,Ensembl;Panther;TreeFam
TOM20,9804,Panther;TreeFam
TOM22,56993,Panther
TOM40,10452,Ensembl;HomoloGene;Panther;TreeFam
TOM7,54543,Panther
TOM70,10273;9868;7265;55898;146862,Panther;Ensembl;HomoloGene
TOM71,10273;9868;7265;55898;146862,Panther;Ensembl
TOP1,7150;116447,Ensembl;HomoloGene;Panther;TreeFam
TOP2,7153;7155,Ensembl;Panther;TreeFam;HomoloGene
TOP3,7156;8940,Ensembl;Panther;TreeFam
TOR1,2475;23049,Panther;TreeFam;Ensembl
TOR2,2475,Ensembl;HomoloGene;Panther;TreeFam
TOS3,84254;10645;6794,Ensembl;Panther;TreeFam
TOS4,6130,Panther
TOS8,4211;4212;5087;5089;5090;80714;5316;63876;7050;60436;90316;90655,Ensembl;Panther;TreeFam
TPA1,55239,Panther;TreeFam
TPC1,60386,HomoloGene;Panther
TPD3,5518;5519,HomoloGene;Panther;TreeFam;Ensembl
TPI1,7167,Ensembl;HomoloGene;Panther;TreeFam
TPK1,5566;5567;5568;5592;5593;5613;5616;6195;6196;6197;8986;9252;27330,Ensembl;Panther;TreeFam;HomoloGene
TPK2,5566;5567;5568;5592;5593;5613;5616;6195;6196;6197;8986;9252;27330,Ensembl;HomoloGene;Panther;TreeFam
TPK3,5566;5567;5568;5592;5593;5613;5616;6195;6196;6197;8986;9252;27330,Ensembl;Panther;TreeFam;HomoloGene
TPM1,7168;7169;7170;7171,Panther
TPM2,7168;7169;7170;7171,Panther
TPO5,56301;23657;8140;9057;9056;23428;11136,Panther
TPT1,83707,Ensembl;Panther;TreeFam
TRA1,8295,Ensembl;HomoloGene;Panther;TreeFam
TRE1,2346;219595;10003;254827;7036;7037,Panther
TRE2,2346;219595;10003;254827;7036;7037,Panther
TRF5,64282;11044,Ensembl;Panther;TreeFam
TRM1,55621;81627,Ensembl;HomoloGene;Panther;TreeFam
TRM10,93587;54931,Ensembl;HomoloGene;Panther;TreeFam
TRM12,55039,Ensembl;Panther
TRM2,27037,Ensembl
TRM3,6894,Ensembl;Panther
TRM44,152992,Ensembl;Panther;TreeFam
TRM5,57570,Ensembl;HomoloGene;Panther;TreeFam
TRM7,24140,Ensembl;HomoloGene;Panther
TRM732,63892,Ensembl;Panther
TRM8,4234,Ensembl;HomoloGene;Panther;TreeFam
TRM82,10785,Ensembl;Panther;TreeFam
TRM9,91801;57604,Ensembl;HomoloGene;Panther
TRR1,1738,Panther
TRR2,1738,Panther
TRS120,83696,Panther
TRS130,7109,Panther
TRS20,6399,Ensembl;HomoloGene;Panther;TreeFam
TRS23,51399,Ensembl;HomoloGene;Panther;TreeFam
TRS33,79090;122553,Ensembl;Panther;TreeFam
TRS85,22878,Panther
TRX1,7295,Ensembl
TRX2,7295,Ensembl
TRX3,7295,Ensembl;HomoloGene;Panther
TRZ1,60528,Panther;TreeFam
TSA1,5052;7001;10935;10549,Ensembl;Panther;TreeFam;HomoloGene
TSA2,5052;7001;10935;10549,Ensembl;Panther;TreeFam;HomoloGene
TSC10,2531,Panther
TSC11,253260,Ensembl;Panther
TSC13,9524,Ensembl;HomoloGene;Panther;TreeFam
TSR1,55720,Ensembl;HomoloGene;Panther;TreeFam
TSR2,90121,Panther;TreeFam
TSR4,5134;84306,Panther;TreeFam
TTI1,9675,Panther
TUB1,51807,Panther
TUB2,203068;81027;7280;347733;10381;10382;10383;84617;51175,Ensembl;Panther;HomoloGene
TUB3,7846;10376;7278;7277;51807,Ensembl;Panther
TUB4,51174;7283;27175,Ensembl;Panther;TreeFam
TUF1,60678;7284,Ensembl;TreeFam;HomoloGene;Panther
TUM1,4357;7263,Ensembl;HomoloGene;Panther
TUP1,55250,Panther
TVP18,11094,Panther
TWF1,5756;11344,Ensembl;HomoloGene;Panther;TreeFam
TYE7,6720;6721,Panther
TYS1,92935;8565,Panther;Ensembl;HomoloGene;TreeFam
TYW1,55253,Ensembl;HomoloGene;Panther;TreeFam
TYW3,127253,Ensembl;HomoloGene;Panther;TreeFam
UBA1,7317;55236;7318,Ensembl;HomoloGene;Panther;TreeFam
UBA2,10054,Ensembl;HomoloGene;Panther;TreeFam
UBA3,9039,Ensembl;Panther;TreeFam
UBA4,27304;79876,HomoloGene;Panther;TreeFam;Ensembl
UBC1,3093,Ensembl;HomoloGene;Panther;TreeFam
UBC11,11065,Ensembl;HomoloGene;Panther;TreeFam
UBC12,64400;997;387521;7319;7320;11065;7326;7327;7328;7329;51465;3093;9040;7334;54926;27338;29089;7335;7336;55284;65264,Panther;Ensembl;HomoloGene;TreeFam
UBC13,7334;29089,Panther;Ensembl
UBC4,7321;7322;7323;7324;10477;7332;9246;55284,Ensembl;Panther;TreeFam;HomoloGene
UBC5,7321;7322;7323;7324;10477;7332;9246;55284,Ensembl;Panther;TreeFam
UBC6,51465,Ensembl
UBC7,997;7326;7327;54926,Ensembl;HomoloGene;Panther;TreeFam
UBC8,7328,Ensembl;HomoloGene;Panther;TreeFam
UBC9,7329,Ensembl;HomoloGene;Panther;TreeFam
UBI4,10537,Ensembl
UBP10,377630;57602,Ensembl
UBP11,9099;27005;9101,TreeFam
UBP12,8237;9958;10869;7375,Ensembl;TreeFam
UBP13,7398;64854,Ensembl;HomoloGene;TreeFam
UBP14,8975;8078,Ensembl;TreeFam
UBP15,23358;9736;55230;55031;7874;8239;8287,Ensembl;HomoloGene;TreeFam
UBP2,57646;55230;55031,Panther
UBP3,9100,Ensembl
UBP5,11274;9099;10868;27005;23032;9101,Ensembl;TreeFam
UBP6,9097,HomoloGene
UBP7,9099;27005;9101,TreeFam
UBP8,10600;23326;9960;84101,Ensembl;HomoloGene;TreeFam
UBP9,7398;64854,Ensembl;HomoloGene;TreeFam
UBR1,197131;23304;130507,Panther;Ensembl
UBR2,197131;23304,Ensembl;Panther
UBX2,11124;7993,Panther
UBX3,11124;7993,Panther
UBX4,79058,Panther
UBX5,26043,Panther;TreeFam
UBX6,27327;23112;57690;10422;51035;23190,Panther
UBX7,27327;23112;57690;10422;51035;23190,Panther
UFD1,7353,Ensembl;HomoloGene;Panther;TreeFam
UFD2,9354;10277,Ensembl;Panther;HomoloGene;TreeFam
UFD4,9320,Ensembl;TreeFam
UFE1,53407,Panther
UFO1,201456;54461,Panther
UGA1,18,Ensembl;HomoloGene;Panther;TreeFam
UGA2,7915;501,Ensembl;HomoloGene;Panther;TreeFam
UGA4,56301;23657;8140;9057;9056;23428;11136,Panther
UGO1,60386,Panther
UGP1,6675;7360,Panther;Ensembl;TreeFam
UIP5,10960;81562,Panther
ULA1,8883,Ensembl;Panther;TreeFam
ULP1,29843;59343;26168;205564,Ensembl;Panther
ULP2,26054;57337,Ensembl
ULS1,6596;8458,Ensembl;TreeFam
UME1,92715,Panther
UMP1,51371,Panther
UNG1,7374,Ensembl;HomoloGene;Panther;TreeFam
UPF3,65110;65109,Panther
UPS1,27166;10650,Ensembl;HomoloGene;Panther;TreeFam
UPS2,27166;10650,Panther;Ensembl;HomoloGene;TreeFam
UPS3,27166;10650,Panther;Ensembl;TreeFam
URA1,1723;1806;2232,Ensembl;Panther
URA10,7372,Panther
URA2,790,HomoloGene;TreeFam
URA3,7372,Ensembl;TreeFam
URA5,7372,Panther
URA6,203;26289;51727,Ensembl;HomoloGene;Panther;TreeFam
URA7,1503;56474,Ensembl;Panther;TreeFam;HomoloGene
URA8,1503;56474,Ensembl;HomoloGene;Panther;TreeFam
URB1,9875,Panther
URE2,54332;2954,Panther
URK1,83549;7371;54963,Ensembl;Panther;TreeFam
URM1,81605,Ensembl;Panther;TreeFam
URN1,55660,Panther
USB1,79650,Panther
USE1,55850,Panther
USO1,80230;55680;22902;10900;8615,TreeFam;Ensembl;HomoloGene;Panther
UTP11,51118,Ensembl;HomoloGene;Panther;TreeFam
UTP13,10607,Ensembl;HomoloGene;Panther;TreeFam
UTP14,10813;9724,Ensembl;Panther;TreeFam
UTP15,84135,Ensembl;HomoloGene;Panther;TreeFam
UTP18,51096,Ensembl;Panther;TreeFam
UTP20,27340,Ensembl;HomoloGene;Panther;TreeFam
UTP21,134430,Ensembl;HomoloGene;Panther;TreeFam
UTP22,65083,Ensembl;HomoloGene;Panther;TreeFam
UTP30,26156,Panther
UTP4,84916,Ensembl;HomoloGene;TreeFam
UTP5,23160,Ensembl;HomoloGene;TreeFam
UTP7,9277,Ensembl;HomoloGene;Panther;TreeFam
UTR1,65220,Ensembl;Panther;TreeFam
VAC14,55697,Ensembl;HomoloGene;Panther;TreeFam
VAC7,22985,Panther
VAC8,150709,Panther
VAM3,23673;55014;8417,Panther
VAM6,9392;23339,Ensembl;Panther
VAM7,8677;10228;9482,Panther;TreeFam
VAS1,92935;7407;57176,Panther;Ensembl;HomoloGene;TreeFam
VHC1,6557;6558;6559;6560;57468;9990;10723;84561,Ensembl;TreeFam
VHS1,54861,Panther
VHS3,60490,Ensembl;Panther;TreeFam
VID30,57610;10048,Ensembl;Panther
VIP1,9677;23262,Ensembl;Panther;TreeFam
VMA1,506;523,Panther;Ensembl;HomoloGene;TreeFam
VMA10,9550;534,Panther;TreeFam;Ensembl
VMA11,527,Panther;TreeFam
VMA13,51606,Ensembl;Panther
VMA16,533,Ensembl;HomoloGene;Panther
VMA2,506;525;526,Panther;Ensembl;TreeFam;HomoloGene
VMA21,203547,Panther
VMA22,84317,Panther;TreeFam
VMA3,527,Ensembl;HomoloGene;Panther;TreeFam
VMA4,529,Ensembl;HomoloGene;Panther;TreeFam
VMA5,528,Ensembl;HomoloGene;Panther;TreeFam
VMA6,9114,Ensembl;HomoloGene;Panther;TreeFam
VMA7,9296,Ensembl;HomoloGene;Panther;TreeFam
VMA8,51382,HomoloGene;Panther;TreeFam
VMA9,8992;155066,Panther;TreeFam
VMR1,4363;89845;85320;94160;1244;8714;10257;10057;368;6833;10060;1080,Panther;Ensembl
VPH1,535;23545;50617;10312,Ensembl;HomoloGene;Panther
VPS1,1759;10059;1785;26052;4599;4600;4976,Ensembl;Panther
VPS13,23230;157680;54832;55187,Ensembl;HomoloGene;Panther;TreeFam
VPS15,30849,Ensembl;HomoloGene;Panther;TreeFam
VPS16,64601,Ensembl;Panther;TreeFam
VPS17,6642;29887;29916;29934;6643;8724;27131;58533;51375;51429,Panther
VPS20,79643,Ensembl;Panther;TreeFam
VPS21,64284;57403;53917;11031;5868;5869;5878,Ensembl;Panther;TreeFam;HomoloGene
VPS24,25978;51652,Panther;HomoloGene
VPS25,84313,Ensembl;Panther;TreeFam
VPS27,26088;23062;23163;9146;8027;10254;79038,Panther;Ensembl;TreeFam
VPS28,51160,Ensembl;Panther;TreeFam
VPS29,51699,Ensembl;Panther;TreeFam
VPS3,9392,Panther
VPS30,8678;441925,Ensembl;HomoloGene;Panther;TreeFam
VPS33,65082;26276,Panther;Ensembl;TreeFam
VPS34,5286;5287;5288;5289;5290;5291;5293;5294,Ensembl;HomoloGene;Panther
VPS35,55737,HomoloGene;Panther;TreeFam
VPS36,51028,HomoloGene;Panther
VPS38,7405,Panther
VPS4,11104;84056;83473;27183;9525,Ensembl;Panther;TreeFam;HomoloGene
VPS41,27072,Ensembl;Panther;TreeFam
VPS45,11311,Ensembl;HomoloGene;Panther;TreeFam
VPS5,6642;6643;51375;29886,TreeFam;Ensembl;Panther
VPS52,6293,Ensembl;Panther
VPS53,55275,Ensembl;Panther
VPS54,51542,Panther
VPS55,54741;23484,Ensembl;Panther;TreeFam
VPS60,51510,Ensembl;HomoloGene;Panther;TreeFam
VPS64,64753;9859;7871;80342,Panther
VPS68,23585,Panther
VPS70,2346;219595;10003;10004;254827;7036;7037,Ensembl;Panther;TreeFam
VPS72,6944,Panther
VPS73,6513;66035;144195;6514;6515;6517;6518;155184;56606,Ensembl;Panther;TreeFam;HomoloGene
VPS74,64083;55204,Ensembl;Panther;TreeFam;HomoloGene
